remarks,current_cin,to_delete,replace,cin_1,company_name_1,cin_2,company_name_2,cin_3,company_name_3
Company Names Matching,CIN-1,U72200TG2007PTC056315,,U72200KA2007PTC186277,ROCKWELL COLLINS (INDIA) ENTERPRISES PRIVATE LIMITED,U72200TG2007PTC056315,ROCKWELL COLLINS (INDIA) ENTERPRISESPRIVATE LIMITED,,
Company Names Matching,CIN-1,L67110MH1993PLC344634,,U67110AP1993PLC052266,EDELWEISS SECURITIES,L67110MH1993PLC344634,EDELWEISS SECURITIES LIMITED,,
Company Names Matching,CIN-2,U51900MH1993PTC073730,,U51900MH1993PTC073730,REYNOLD TRADERS PRIVATE LIMITED,U51909MH1993PTC240089,REYNOLD TRADERS PRIVATE LIMITED,,
Company Names Matching,CIN-2,U01117DL1990PTC040768,,U01117DL1990PTC040768,INDENA INDIA PRIVATE LIMITED,U01409KA1990PTC029538,INDENA INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-2,U24231GJ1993PTC020631,,U24231GJ1993PTC020631,GALAXY LABORATORIES PRIVATE LIMITED,U85190MH1991PTC062334,GALAXY LABORATORIES PRIVATE LIMITED,,
Company Names Matching,CIN-2,U63090TN2001PTC047995,,U63090TN2001PTC047995,CHETTINAD LIGNITE TRANSPORT SERVICES PRIVATE LIMITED,U63090TZ2001PTC010817,CHETTINAD LIGNITE TRANSPORT SERVICES PRIVATE LIMITED,,
Company Names Matching,CIN-2,U00304DD2003PTC003307,,U00304DD2003PTC003307,SOFTECH PHARMA PRIVATE LIMITED,U24231MH2003PTC271167,SOFTECH PHARMA PRIVATE LIMITED,,
Company Names Matching,CIN-2,U15432RJ1998PTC014971,,U15432RJ1998PTC014971,OMEGA MARKETING PRIVATE LIMITED,U74899DL1994PTC057357,OMEGA MARKETING PRIVATE LIMITED,,
Company Names Matching,CIN-2,U34101HR1994PTC032350,,U34101HR1994PTC032350,APEX AUTO PRIVATE LIMITED,U34201JH1994PTC006028,APEX AUTO PRIVATE LIMITED,,
Company Names Matching,CIN-2,L45201OR1955PLC008400,,L45201OR1955PLC008400,FERRO ALLOYS CORPORATION LIMITED,U99999MH1955PLC010653,FERRO ALLOYS CORPORATION LIMITED,,
Company Names Matching,CIN-2,U34103PB2000PTC023231,,U34103PB2000PTC023231,METALMAN AUTO PRIVATE LIMITED,U34109MP1991PTC006381,METALMAN AUTO PRIVATE LIMITED,,
Company Names Matching,CIN-2,U00389GA1985PTC000616,,U00389GA1985PTC000616,TESA TAPES (INDIA) PRIVATE LIMITED,U99999MH1996PTC099360,TESA TAPES (INDIA) PRIVATE LIMITED,,
Company Names Matching,CIN-2,U72200GJ2001PTC039522,,U72200GJ2001PTC039522,CRAFT SILICON PRIVATE LIMITED,U72200KA2005PTC036110,CRAFT SILICON PRIVATE LIMITED,,
Company Names Matching,CIN-2,U51109DL1992PTC049160,,U51109DL1992PTC049160,SABIC INDIA PRIVATE LIMITED,U51109HR1992PTC063757,SABIC INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-2,U70100GJ1981PTC004586,,U70100GJ1981PTC004586,SAUMYA CONSTRUCTION PRIVATE LIMITED,U70100GJ1986PTC008849,SAUMYA CONSTRUCTION PRIVATE LIMITED,,
Company Names Matching,CIN-2,U72200KA1997PTC022685,,U72200KA1997PTC022685,MISTRAL SOLUTIONS PRIVATE LIMITED,U72200KA1999PTC025232,MISTRAL SOLUTIONS PRIVATE LIMITED,,
Company Names Matching,CIN-2,U17295AS2006PLC007295,,U17295AS2006PLC007295,HILLS CEMENT COMPANY LIMITED,U26942ML2003PLC007295,HILLS CEMENT COMPANY LIMITED,,
Company Names Matching,CIN-2,U29302PN1991PTC222154,,U29302PN1991PTC222154,IAC INTERNATIONAL AUTOMOTIVE INDIA PRIVATE LIMITED,U34300PN2008FTC131589,IAC INTERNATIONAL AUTOMOTIVE INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-2,U01119AP1990PTC011701,,U01119AP1990PTC011701,ENRICA ENTERPRISES PRIVATE LIMITED,U74999TN1990PTC064425,ENRICA ENTERPRISES PRIVATE LIMITED,,
Company Names Matching,CIN-2,U00360KA1992PTC012701,,U00360KA1992PTC012701,COTMAC ELECTRONICS PRIVATE LIMITED,U31200PN1992PTC016377,COTMAC ELECTRONICS PRIVATE LIMITED,,
Company Names Matching,CIN-2,U15141UP2000PLC025262,,U15141UP2000PLC025262,MAHESH EDIBLE OIL INDUSTRIES LIMITED,U15143DL2000PLC116763,MAHESH EDIBLE OIL INDUSTRIES LIMITED,,
Company Names Matching,CIN-2,U22110PY1999PTC001459,,U22110PY1999PTC001459,SPI TECHNOLOGIES INDIA PRIVATE LIMITED,U93000PY2017PTC008168,SPI TECHNOLOGIES INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-2,U00339KA1988PLC008957,,U00339KA1988PLC008957,DIFFUSION ENGINEERS LIMITED,U99999MH2000PLC124154,DIFFUSION ENGINEERS LIMITED,,
Company Names Matching,CIN-2,U22130WB1998PTC088142,,U22130WB1998PTC088142,MEDIAEDGE CIA INDIA PRIVATE LIMITED,U74300MH1998PTC154352,MEDIAEDGE CIA INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-2,U51109KA2005PTC036095,,U51109KA2005PTC036095,INFLOW TECHNOLOGIES PRIVATE LIMITED,U72200KA2008PTC048560,INFLOW TECHNOLOGIES PRIVATE LIMITED,,
Company Names Matching,CIN-2,U33109DL1988PTC031982,,U33109DL1988PTC031982,ROCHE DIAGNOSTICS INDIA PRIVATE LIMITED,U85195MH1988PTC141417,ROCHE DIAGNOSTICS INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-2,U40101DL1992PLC048985,,U40101DL1992PLC048985,GREAT EASTERN ENERGY CORPORATION LIMITED,U48985WB1992PLC095301,GREAT EASTERN ENERGY CORPORATION LIMITED,,
Company Names Matching,CIN-2,U17118RJ1993PLC007690,,U17118RJ1993PLC007690,JANKI CORP LIMITED,U17118RJ1993PLC023549,JANKI CORP LIMITED,,
Company Names Matching,CIN-2,U30006TN1989PLC017275,,U30006TN1989PLC017275,MICROLAND LIMITED,U85110KA1989PLC014450,MICROLAND LIMITED,,
Company Names Matching,CIN-2,L24299MH1954PLC009254,,L24299MH1954PLC009254,NATIONAL PEROXIDE LIMITED,U24290MH2020PLC342890,NATIONAL PEROXIDE LIMITED,,
Company Names Matching,CIN-2,L34101DL1985PLC020934,,L34101DL1985PLC020934,MUNJAL SHOWA LIMITED,L34101HR1985PLC020934,MUNJAL SHOWA LIMITED,,
Company Names Matching,CIN-2,L01131KA1943PLC000833,,L01131KA1943PLC000833,TATA COFFEE LIMITED,U15400KA2022PLC158373,TATA COFFEE LIMITED,,
Company Names Matching,CIN-2,U15412AS2002PLC006936,,U15412AS2002PLC006936,ANMOL INDUSTRIES LIMITED,U15412WB2009PLC139597,ANMOL INDUSTRIES LIMITED,,
Company Names Matching,CIN-2,U65192MH1995PLC092522,,U65192MH1995PLC092522,JM FINANCIAL INSTITUTIONAL SECURITIES LIMITED,U67100MH2017PLC296081,JM FINANCIAL INSTITUTIONAL SECURITIES LIMITED,,
Company Names Matching,CIN-2,U29142TN1998PTC041335,,U29142TN1998PTC041335,MITSUBISHI ELECTRIC AUTOMOTIVE INDIA PRIVATE LIMITED,U34300HR1998PTC034946,MITSUBISHI ELECTRIC AUTOMOTIVE INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-2,U00000DL2001PTC109189,,U00000DL2001PTC109189,FLEXTRONICS TECHNOLOGIES (INDIA) PRIVATE LIMITED,U31909TN2001PTC070708,FLEXTRONICS TECHNOLOGIES (INDIA) PRIVATE LIMITED,,
Company Names Matching,CIN-2,L67120DL2000PLC105230,,L67120DL2000PLC105230,HDFC SECURITIES LIMITED,U67120MH2000PLC152193,HDFC SECURITIES LIMITED,,
Company Names Matching,CIN-2,L51909PB1998PLC050300,,L51909PB1998PLC050300,ANMOL INDIA LIMITED,U17100DL2009PLC095375,ANMOL INDIA LIMITED,,
Company Names Matching,CIN-2,L65921TZ1980PLC000945,,L65921TZ1980PLC000945,SHIVA TEXYARN LIMITED,U17111TZ2000PLC009261,SHIVA TEXYARN LIMITED,,
Company Names Matching,CIN-2,U24114MH1992PLC065834,,U24114MH1992PLC065834,ROHAN DYES & INTERMEDIATES LTD.,U24114MH1992PTC065834,ROHAN DYES AND INTERMEDIATES LTD,,
Company Names Matching,CIN-2,U24230MH1984PTC033021,,U24230MH1984PTC033021,HALCYON LABS PRIVATE LIMITED,U24230MH1989PTC054370,HALCYON LABS PRIVATE LIMITED,,
Company Names Matching,CIN-2,U65100DL1979PTC021614,,U65100DL1979PTC021614,PURAN ASSOCIATES PRIVATE LIMITED,U74999RJ1979PTC001862,PURAN ASSOCIATES PRIVATE LIMITED,,
Company Names Matching,CIN-2,U80301MH1995PTC089819,,U80301MH1995PTC089819,RUSTOMJEE KNOWLEDGE CITY PRIVATE LIMITED,U80301MH2008PTC179884,RUSTOMJEE KNOWLEDGE CITY PRIVATE LIMITED,,
Company Names Matching,CIN-2,U66010WB1932PLC007490,,U66010WB1932PLC007490,THE PEERLESS GENERAL FINANCE & INVESTMENT CO,U64990WB1932PLC007490,THE PEERLESS GENERAL FINANCE & INVESTMENT CO LTD,,
Company Names Matching,CIN-2,L40101PB2007SGC031035,,L40101PB2007SGC031035,TALWANDI SABO POWER,L40101PB2007PLC031035,TALWANDI SABO POWER LIMITED,,
Company Names Matching,CIN-2,U40108DL1987GOI027265,,U40108DL1987GOI027265,INDIAN RENEWABLE ENERGY DEVELOPMENT AGEN CY LIMITED,L65100DL1987GOI027265,INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY LIMITED,,
Company Names Matching,CIN-2,U24299DL1979PLC010100,,U24299DL1979PLC010100,NORTHERN AROMATICS,U01100DL1979PLC010100,NORTHERN AROMATICS LIMITED.,,
Company Names Matching,CIN-2,L72400TG2017PLC117649,,L72400TG2017PLC117649,KFIN TECHNOLOGIES LIMITED,L72400MH2017PLC444072,Kfin Technologies Limited,,
Company Names Matching,CIN-2,U24292WB1999FTC089431,,U24292WB1999FTC089431,INDIAN EXPLOSIVES,U24100WB1999FTC089431,INDIAN EXPLOSIVES PRIVATE LIMITED,,
Company Names Matching,CIN-2,U45203DL2003PTC118590,,U45203DL2003PTC118590,MAPSKO BUILDERS,U45203HR2003PTC107241,MAPSKO BUILDERS PRIVATE LIMITED,,
Company Names Matching,CIN-2,L20211AS1990PLC003484,,L20211AS1990PLC003484,GREENPLY INDUSTRIES,L20211WB1990PLC268743,GREENPLY INDUSTRIES LTD,,
Company Names Matching,CIN-2,U65910KL1995PLC008910,,U65910KL1995PLC008910,FEDBANK FINANCIAL SERVICES LIMITED,L65910MH1995PLC364635,Fedbank Financial Services Limited,,
Company Names Matching,CIN-2,U74900KA2000PLC027229,,U74900KA2000PLC027229,MEDI ASSIST HEALTHCARE SERVICES LIMITED,L74900MH2000PLC437885,Medi Assist Healthcare Services Limited,,
Company Names Matching,CIN-2,U74140MH1996ULT413732,,U74140MH1996ULT413732,ALTRAN TECHNOLOGIES INDIA PRIVATE LIMITED,U74140KA1996ULT068492,ALTRAN TECHNOLOGIES INDIA PRIVATELIMITED,,
Company Names Matching,CIN-2,U74899PB2005PTC039211,,U74899PB2005PTC039211,WOLTERS KLUWER (INDIA),U74899TZ2005PTC040384,WOLTERS KLUWER (INDIA) PRIVATE LIMITED,,
Company Names Matching,CIN-2,U74899DL1965PTC008575,,U74899DL1965PTC008575,SIDWAL REFRIGERATION INDUSTRIES,U74899HR1965PTC112468,SIDWAL REFRIGERATION INDUSTRIES PRIVATE LIMITED,,
Company Names Matching,CIN-2,U23200DL2005PLC213430,,U23200DL2005PLC213430,GREEN INFRA WIND ENERGY,U23200HR2005PLC078211,GREEN INFRA WIND ENERGY LIMITED,,
Company Names Matching,CIN-2,U51909DL1974PLC042836,,U51909DL1974PLC042836,RALSON (INDIA),U51909PB1974PLC058656,RALSON (INDIA) LIMITED,,
Company Names Matching,,"U85110MH1995PTC293892, U85110KA1995PTC018868",Replace U85110MH1995PLC293892 with U85110KA1995PTC018868,U85110MH1995PTC293892,JSW INDUSTRIAL GASES PRIVATE LIMITED,U85110KA1995PTC018868,JSW Praxair Oxygen Private Limited,,
Company Names Matching,,"U85110AP1998PTC029914, U85110TG1998PTC029914",Replace L85110TG1998PLC029914 with U85110TG1998PTC029914,U85110AP1998PTC029914,RAINBOW CHILDREN'S MEDICARE,U85110TG1998PTC029914,RAINBOW CHILDREN'S MEDICARE PRIVATE LIMITED,,
Company Names Matching,,U15200MH1994PTC138918,Replace U15499DL1994PTC059610 with U15200GJ1994PTC107115,U15200MH1994PTC138918,HEINZ INDIA PRIVATE LIMITED,U15499DL1994PTC059610,HEINZ INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U72200DL1997PTC250622,ADOBE SYSTEMS INDIA PRIVATE LIMITED,U99999DL1997PTC088801,ADOBE SYSTEMS INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U25209MH1997PTC134840,ASB INTERNATIONAL PRIVATE LIMITED,U93000DL1997PTC085370,ASB INTERNATIONAL PRIVATE LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U45200TN2008PTC103956,BHARTIYA URBAN PRIVATE LIMITED,U45200KA2008PTC046589,Bhartiya City Developers Private Limited,,
Company Names Matching,CIN-1,CIN-2,,L29130TN1961PLC004466,BIMETAL BEARINGS LIMITED,U29130TZ1970PLC000394,BIMETAL BEARINGS LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U67120MH1996GOI097783,CANARA BANK SECURITIES LIMITED,U12345KA1234KAA123456,Canara Bank,,
Company Names Matching,CIN-1,CIN-2,,U29199TN1999PTC041877,DANFOSS INDUSTRIES PRIVATE LIMITED,U31900DL1998PTC093532,DANFOSS INDUSTRIES PRIVATE LIMITED,,
Company Names Matching,CIN-1,CIN-2,,L17111HP1982PLC016465,DEEPAK SPINNERS LIMITED,U17301DL1982PLC013362,DEEPAK SPINNERS LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U15122AP1992PLC094924,DEVI SEA FOODS LIMITED,U15499AP1992PLC014032,DEVI SEA FOODS LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U31909HR1992PTC035119,DONALDSON INDIA FILTER SYSTEMS PRIVATE LIMITED,U51909DL1992PTC050099,DONALDSON INDIA FILTER SYSTEMS PRIVATE LIMITED,,
Company Names Matching,CIN-1,CIN-2,,L29249GJ1986PLC009126,ELECTROTHERM (INDIA) LIMITED,U99999GJ1985PLC008191,ELECTROTHERM (INDIA) LIMITED,,
Company Names Matching,CIN-1,CIN-2,,L15133UR1990PLC023970,FLEX FOODS LIMITED,U99999DL1990PLC039115,FLEX FOODS LIMITED,,
Company Names Matching,CIN-1,CIN-2,,L65990MH1983PLC029197,GENESYS INTERNATIONAL CORPORATION LIMITED,U72200MH1997PLC110136,GENESYS INTERNATIONAL CORPORATION LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U74999HR2003PTC037438,GEODIS INDIA PRIVATE LIMITED,U63090TN1998PTC039847,GEODIS OVERSEAS PRIVATE LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U27109DL1982PLC084678,JBM INDUSTRIES LIMITED,U99999HR1982PLC014196,JBM INDUSTRIES LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U85300DL1998NPL092754,MANDKE FOUNDATION,U99999MH1998NPL127767,MANDKE FOUNDATION,,
Company Names Matching,CIN-1,CIN-2,,U72200KA2000PTC038931,MSOURCE (INDIA) PRIVATE LIMITED,U72900MH2000PTC125734,MSOURCE (INDIA) PRIVATE LIMITED,,
Company Names Matching,CIN-1,CIN-2,,L15143PB1983PLC018321,NAHAR INDUSTRIAL ENTERPRISES LIMITED,U51109DL1983PLC016638,NAHAR INDUSTRIAL ENTERPRISES LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U99999MH1991ULL063700,TECHNOCRAFT INDUSTRIES (INDIA),L28120MH1992PLC069252,TECHNOCRAFT INDUSTRIES (INDIA) LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U67190GJ2002PTC041388,ADWAIT HOLDINGS,U67190DL2002PTC287614,ADWAIT HOLDINGS PRIVATE LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U74300UP1987PLC009125,BARASIA ADVERTISING LIMITED,U74300DL1987PLC148200,BARASIA ADVERTISING LIMITED (TRANSFERED FROM UP),,
Company Names Matching,CIN-2,CIN-1,,U15142DN1989PLC000030,BLOSSOM INDUSTRIES LIMITED,U31200DD1989PLC003122,BLOSSOM INDUSTRIES LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U51909MH2000PTC124685,DANA INDIA PRIVATE LIMITED,U74999PN2000PTC015131,DANA INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U27200MH1960PTC011912,ECHJAY INDUSTRIES,U27200GJ1960PTC083236,ECHJAY INDUSTRIES PRIVATE LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U10790WB1992PLC056716,HALDIRAM BHUJIAWALA LTD.,U51909WB1992PLC056716,HALDIRAM BHUJIAWALA LTD.,,
Company Names Matching,CIN-2,CIN-1,,L99999MH1959PLC011304,HAWKINS COOKERS,L28997MH1959PLC011304,HAWKINS COOKERS LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U29120MH2001PTC130309,IDEX INDIA PRIVATE LIMITED,U99999GJ1993PTC018768,IDEX INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U72300PY2000PTC001532,INTEGRA SOFTWARE SERVICES PRIVATE LIMITED,U72300TN2000PTC111590,INTEGRA SOFTWARE SERVICES PRIVATELIMITED,,
Company Names Matching,CIN-2,CIN-1,,L33301DL1976PLC008316,IST LIMITED,L33301HR1976PLC008316,IST LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U74996DL2006PTC153310,J.S.EXIM,U74996TN2006PTC100244,J.S.EXIM PRIVATE LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U28991TN1995PTC031516,JOHN CRANE SEALING SYSTEMS INDIA,U28991KA1995PTC086282,JOHN CRANE SEALING SYSTEMS INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U29199GJ1995PLC028846,KALTHIA ENGINEERING AND CONSTRUCTION,U29199GJ1996PLC028846,KALTHIA ENGINEERING AND CONSTRUCTION LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U45200MH2002PTC138389,KELLER GROUND ENGINEERING INDIA PRIVATE LIMITED,U45200TN2002PTC060299,KELLER GROUND ENGINEERING INDIA PRIVATE LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U55101DL1997PLC090104,KYUNGSHIN INDUSTRIAL MOTHERSON,U55101DL1997PTC090104,KYUNGSHIN INDUSTRIAL MOTHERSON PRIVATE LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U19129TZ1987PTC001999,P.A. FOOTWEAR PRIVATE LIMITED,U93090TN1987PTC014628,P.A. FOOTWEAR PRIVATE LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U19200KL1947PLC000922,PARAGON INDUSTRIES LIMITED,U65910UP1995PLC018072,PARAGON INDUSTRIES LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U28900MH1997PTC104945,RUCHA ENGINEERS PRIVATE LIMITED,U29299PN1997PTC018938,RUCHA ENGINEERS PRIVATE LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U40401KA2006PTC03880,SHANKARANARAYANA CONSTRUCTIONS,U40401KA2006PTC038820,SHANKARANARAYANA CONSTRUCTIONS PRIVATE LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U66190WB1982PLC035386,SHREE CAPITAL SERVICES LTD.,U67120WB1982PLC035386,SHREE CAPITAL SERVICES LTD.,,
Company Names Matching,CIN-2,CIN-1,,U65990MH1983PTC030011,TARISH INVESTMENT AND TRADING COMPANY PRIVATE LIMITED,U65993KA1983PTC024194,TARISH INVESTMENT AND TRADING COMPANY PRIVATE LIMITED.,,
Company Names Matching,CIN-1,CIN-2,,U99999DL1984PLC017990,GINNI INTERNATIONAL LTD.,U70101RJ1984PLC011217,GINNI INTERNATIONAL LTD. (TRANSFER FROM DELHI TO RAJ.),,
Company Names Matching,CIN-2,CIN-1,,U51109AP1994PLC018950,APARNA ENTERPRISES,U51109TG1994PLC018950,APARNA ENTERPRISES LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U45201DL1996PTC114775,S P SINGLA CONSTRUCTIONS PRIVATE LIMITED,U45201PB1996PTC017601,S P SINGLA CONSTRUCTIONS PRIVATE LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U24232KA1997PTC022261,HIMALAYA DRUG COMPANY PRIVATE LIMITED,U99999MH1971PLC014998,HIMALAYA DRUG COMPANY PRIVATE LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U67120DL1996PTC080556,G4S CORPORATE SERVICES (INDIA),U67120DL1996FTC080556,G4S CORPORATE SERVICES (INDIA) PRIVATE LIMITED,,
Company Names Matching,CIN-1,CIN-2,,L74210HR1986PLC033018,TALBROS ENGINEERING LIMITED,U34300DL1986PLC025703,TALBROS ENGINEERING LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U45400DL2007PLC169232,IFCI INFRASTRUCTURE DEVELOPMENT,U45400DL2007GOI169232,IFCI INFRASTRUCTURE DEVELOPMENT LIMITED,,
Company Names Matching,CIN-1,CIN-2,,L30007KA1977PLC031660,KELTECH ENERGIES LIMITED,U99999MH1977PLC019836,KELTECH ENERGIES LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U85110KA1996PLC021262,GMR ENERGY,U85110MH1996PLC274875,GMR ENERGY LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U29130KA2000PTC036289,IGUS (INDIA) PRIVATE LIMITED,U31300MH2000PTC129848,IGUS (INDIA) PRIVATE LIMITED,,
Company Names Matching,CIN-1,CIN-2,,L72200TG1998PLC030081,CIGNITI TECHNOLOGIES LIMITED,L72200HR1998PLC129027,Cigniti Technologies Limited,,
Company Names Matching,CIN-2,CIN-1,,L99999GJ1990PLC013886,DYNEMIC PRODUCTS,L24100GJ1990PLC013886,DYNEMIC PRODUCTS LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U74140MH1989PTC052930,TUV INDIA P,U74900MH1989PTC052930,TUV INDIA P LTD,,
Company Names Matching,CIN-1,CIN-2,,U72900MH1995PLC135094,INFRASOFT TECHNOLOGIES LIMITED,U74899DL1995PLC070545,INFRASOFT TECHNOLOGIES LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U45201GJ1987PLC009315,MANGAL TIRTH ESTATE LIMITED,U70101TN1989PLC017386,MANGAL TIRTH ESTATE LIMITED,,
Company Names Matching,CIN-2,CIN-1,,L02710MP1938PLC000132,CENTRAL INDIA INDUSTRIES,U02710WB1938PLC209971,CENTRAL INDIA INDUSTRIES LTD.,,
Company Names Matching,CIN-2,CIN-1,,U10102AP1920SGC000571,THE SINGARENI COLLIERIES COMPANY,U10102TG1920SGC000571,THE SINGARENI COLLIERIES COMPANY LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U42501MH2006PTC163249,NEUTRON ENTERPRISES,U45201MH2006PTC163249,NEUTRON ENTERPRISES PRIVATE LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U27205MH1995PLC158868,KARP IMPEX LIMITED,U51100GJ1996PLC029133,KARP IMPEX LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U25199TG1985PTC005553,HARTEX RUBBER PRIVATE LIMITED,U40300TG1961PTC043629,HARTEX RUBBER PRIVATE LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U36100MH1997PTC105823,SUNJEWELS PRIVATE LIMITED,U36911MH1989PTC054011,SUNJEWELS PRIVATE LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U67120MH1994PTC079738,KOTAK SECURITIES LIMITED,U99999MH1994PLC134051,KOTAK SECURITIES LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U35999TN1930PLC005705,LUCAS INDIAN SERVICE LIMITED,U99999MH1930PTC001636,LUCAS INDIAN SERVICE LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U61100MH2003PTC422238,ASHUTOSH CONTAINER SERVICES PRIVATE LIMITED,U61100GJ2003PTC043099,ASHUTOSH CONTAINER SERVICES PRIVATELIMITED,,
Company Names Matching,CIN-1,CIN-2,,L35911HR1965PLC004485,JAMNA AUTO INDUSTRIES LIMITED,L74899DL1965PLC004485,JAMNA AUTO INDUSTRIES LIMITED,,
Company Names Matching,CIN-1,CIN-2,,L29130DL1987PLC027342,JAY BHARAT MARUTI LIMITED,L29130HR1987PLC130020,Jay Bharat Maruti Limited,,
Company Names Matching,CIN-2,CIN-1,,U55101TN1990PLC019728,MUMTAZ HOTELS LIMITED,U55101WB1990PLC095270,MUMTAZ HOTELS LIMITED,,
Company Names Matching,CIN-1,CIN-2,,L25209DD1988PLC001544,WIM PLAST LIMITED,U99999MH1988PTC049116,WIM PLAST LIMITED,,
Company Names Matching,CIN-2,CIN-1,,L74899DL1993PLC055524,A K CAPITAL SERVICES,L74899MH1993PLC274881,A K CAPITAL SERVICES LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U91990MH2004NPL144719,GIA INDIA,U36912MH2007PTC174491,GIA INDIA LABORATORY PRIVATE LIMITED,,
Company Names Matching,CIN-2,CIN-1,,L27200MH2004PLC147736,JINDAL DRILLING AND INDUSTRIES LIMITED,L27201MH1983PLC233813,JINDAL DRILLING AND INDUSTRIES LIMITED,,
Company Names Matching,CIN-1,CIN-2,,L26943TN1965PLC005297,RAMCO INDUSTRIES LIMITED,U93090TN1960PLC004069,RAMCO INDUSTRIES LIMITED,,
Company Names Matching,CIN-1,CIN-2,,L24131WB1948PLC095302,PILANI INVESTMENT AND INDUSTRIES CORPORATION LIMITED,U67190MP1901PLC000829,PILANI INVESTMENT AND INDUSTRIES CORPORATION LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U00063KA1997PTC023058,LIFE STYLE INTERNATIONAL PRIVATE LIMITED,U52190KA1997PTC046775,LIFE STYLE INTERNATIONAL PRIVATE LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U23200MH2022PTC389308,HAZIRA LNG PRIVATE LIMITED,U40100GJ2000PTC038780,HAZIRA LNG PRIVATE LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U21023DL1992PLC148096,ASSOCIATED CONTAINER TERMINALS LIMITED,U63020MH1992PLC069177,ASSOCIATED CONTAINER TERMINALS LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U33301TG2002PTC039935,BIGC MOBILES PRIVATE LIMITED,U64203TG2006PTC049883,BIGC MOBILES PRIVATE LIMITED,,
Company Names Matching,CIN-1,CIN-2,,U60210TZ1956NPL000265,NACHIMUTHU INDUSTRIAL ASSOCIATION,U99999TN1956PLC000265,NACHIMUTHU INDUSTRIAL ASSOCIATION,,
Company Names Matching,CIN-1,CIN-2,,U51909WB2004PTC099447,PRAGYA MERCANTILE PRIVATE LIMITED,U52392DL2001PTC111606,PRAGYA MERCANTILE PRIVATE LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U74140AS2001PTC006569,ACCORD GROUP (INDIA) PRIVATE LIMITED,U74140WB1991PTC094523,ACCORD GROUP (INDIA) PRIVATE LIMITED,,
Company Names Matching,CIN-2,CIN-1,,U31909DL2003PTC121178,HIMACHAL ENERGY PRIVATE LIMITED,U31909HP2003PTC027983,HIMACHAL ENERGY PRIVATE LIMITED,,
Company Names aren't Matching,CIN-1,U17303MH1995PTC093343,,U17118PN1995PTC018285,INFIILOOM INDIA PRIVATE LIMITED,U17303MH1995PTC093343,RENFRO INDIA PRIVATE LIMITED,,
